date,type_of_data,firm,Variable,Value
2020-10-07,prices,VCN,Low Price,32.740002
2020-10-08,prices,VCN,Low Price,33.060001
2020-10-09,prices,VCN,Low Price,33.119999
2020-10-13,prices,VCN,Low Price,32.98
2020-10-14,prices,VCN,Low Price,32.959999
2020-10-15,prices,VCN,Low Price,32.66
2020-10-16,prices,VCN,Low Price,32.939999
2020-10-19,prices,VCN,Low Price,32.59
2020-10-20,prices,VCN,Low Price,32.549999
2020-10-21,prices,VCN,Low Price,32.470001
2020-10-22,prices,VCN,Low Price,32.360001
2020-10-23,prices,VCN,Low Price,32.549999
2020-10-26,prices,VCN,Low Price,32.07
2020-10-27,prices,VCN,Low Price,32.080002
2020-10-28,prices,VCN,Low Price,31.24
2020-10-29,prices,VCN,Low Price,31.110001
2020-10-30,prices,VCN,Low Price,30.93
2020-11-02,prices,VCN,Low Price,31.24
2020-11-03,prices,VCN,Low Price,31.68
2020-11-04,prices,VCN,Low Price,31.91
2020-11-05,prices,VCN,Low Price,32.509998
2020-11-06,prices,VCN,Low Price,32.560001
2020-11-09,prices,VCN,Low Price,33.040001
2020-11-10,prices,VCN,Low Price,33.060001
2020-11-11,prices,VCN,Low Price,33.509998
2020-11-12,prices,VCN,Low Price,33.209999
2020-11-13,prices,VCN,Low Price,33.450001
2020-11-16,prices,VCN,Low Price,33.599998
2020-11-17,prices,VCN,Low Price,33.689999
2020-11-18,prices,VCN,Low Price,33.93
2020-11-19,prices,VCN,Low Price,33.860001
2020-11-20,prices,VCN,Low Price,33.990002
2020-11-23,prices,VCN,Low Price,34.279999
2020-11-24,prices,VCN,Low Price,34.630001
2020-11-25,prices,VCN,Low Price,34.66
2020-11-26,prices,VCN,Low Price,34.849998
2020-11-27,prices,VCN,Low Price,34.810001
2020-11-30,prices,VCN,Low Price,34.5
2020-12-01,prices,VCN,Low Price,34.82
2020-12-02,prices,VCN,Low Price,34.700001
2020-12-03,prices,VCN,Low Price,35.02
2020-12-04,prices,VCN,Low Price,35.150002
2020-12-07,prices,VCN,Low Price,35.209999
2020-12-08,prices,VCN,Low Price,35.380001
2020-12-09,prices,VCN,Low Price,35.34
2020-12-10,prices,VCN,Low Price,35.25
2020-12-11,prices,VCN,Low Price,35.279999
2020-12-14,prices,VCN,Low Price,35.099998
2020-12-15,prices,VCN,Low Price,35.23
2020-12-16,prices,VCN,Low Price,35.299999
2020-12-17,prices,VCN,Low Price,35.549999
2020-12-18,prices,VCN,Low Price,35.380001
2020-12-21,prices,VCN,Low Price,34.950001
2020-12-22,prices,VCN,Low Price,35.330002
2020-12-23,prices,VCN,Low Price,35.52
2020-12-24,prices,VCN,Low Price,35.5
2020-12-29,prices,VCN,Low Price,35.389999
2020-12-30,prices,VCN,Low Price,35.23
2020-12-31,prices,VCN,Low Price,34.970001
2021-01-04,prices,VCN,Low Price,34.939999
2021-01-05,prices,VCN,Low Price,35.200001
2021-01-06,prices,VCN,Low Price,35.57
2021-01-07,prices,VCN,Low Price,36.040001
2021-01-08,prices,VCN,Low Price,36.099998
2021-01-11,prices,VCN,Low Price,36.049999
2021-01-12,prices,VCN,Low Price,36
2021-01-13,prices,VCN,Low Price,36
2021-01-14,prices,VCN,Low Price,36.110001
2021-01-15,prices,VCN,Low Price,35.849998
2021-01-18,prices,VCN,Low Price,35.970001
2021-01-19,prices,VCN,Low Price,36.049999
2021-01-20,prices,VCN,Low Price,36.009998
2021-01-21,prices,VCN,Low Price,35.939999
2021-01-22,prices,VCN,Low Price,35.77
2021-01-25,prices,VCN,Low Price,35.669998
2021-01-26,prices,VCN,Low Price,35.75
2021-01-27,prices,VCN,Low Price,35.02
2021-01-28,prices,VCN,Low Price,35.27
2021-01-29,prices,VCN,Low Price,34.830002
2021-02-01,prices,VCN,Low Price,35.189999
2021-02-02,prices,VCN,Low Price,35.720001
2021-02-03,prices,VCN,Low Price,35.889999
2021-02-04,prices,VCN,Low Price,36.119999
2021-02-05,prices,VCN,Low Price,36.41
2021-02-08,prices,VCN,Low Price,36.720001
2021-02-09,prices,VCN,Low Price,36.950001
2021-02-10,prices,VCN,Low Price,36.900002
2021-02-11,prices,VCN,Low Price,36.990002
2021-02-12,prices,VCN,Low Price,37.02
2021-02-16,prices,VCN,Low Price,37.259998
2021-02-17,prices,VCN,Low Price,36.84
2021-02-18,prices,VCN,Low Price,36.779999
2021-02-19,prices,VCN,Low Price,36.889999
2021-02-22,prices,VCN,Low Price,37
2021-02-23,prices,VCN,Low Price,36.369999
2021-02-24,prices,VCN,Low Price,36.84
2021-02-25,prices,VCN,Low Price,36.66
2021-02-26,prices,VCN,Low Price,36.240002
2021-03-01,prices,VCN,Low Price,36.880001
2021-03-02,prices,VCN,Low Price,37
2021-03-03,prices,VCN,Low Price,36.93
2021-03-04,prices,VCN,Low Price,36.34
2021-03-05,prices,VCN,Low Price,36.439999
2021-03-08,prices,VCN,Low Price,37.169998
2021-03-09,prices,VCN,Low Price,37.560001
2021-03-10,prices,VCN,Low Price,37.669998
2021-03-11,prices,VCN,Low Price,38
2021-03-12,prices,VCN,Low Price,37.950001
2021-03-15,prices,VCN,Low Price,38.130001
2021-03-16,prices,VCN,Low Price,38.209999
2021-03-17,prices,VCN,Low Price,38.139999
2021-03-18,prices,VCN,Low Price,38.150002
2021-03-19,prices,VCN,Low Price,37.959999
2021-03-22,prices,VCN,Low Price,38.060001
2021-03-23,prices,VCN,Low Price,37.810001
2021-03-24,prices,VCN,Low Price,37.77
2021-03-25,prices,VCN,Low Price,37.450001
2021-03-26,prices,VCN,Low Price,37.740002
2021-03-29,prices,VCN,Low Price,37.799999
2021-03-30,prices,VCN,Low Price,37.82
2021-03-31,prices,VCN,Low Price,37.66
2021-04-01,prices,VCN,Low Price,37.919998
2021-04-05,prices,VCN,Low Price,38.34
2021-04-06,prices,VCN,Low Price,38.419998
2021-04-07,prices,VCN,Low Price,38.52
2021-04-08,prices,VCN,Low Price,38.5
2021-04-09,prices,VCN,Low Price,38.639999
2021-04-12,prices,VCN,Low Price,38.66
2021-04-13,prices,VCN,Low Price,38.689999
2021-04-14,prices,VCN,Low Price,38.66
2021-04-15,prices,VCN,Low Price,38.830002
2021-04-16,prices,VCN,Low Price,38.93
2021-04-19,prices,VCN,Low Price,38.700001
2021-04-20,prices,VCN,Low Price,38.259998
2021-04-21,prices,VCN,Low Price,38.389999
2021-04-22,prices,VCN,Low Price,38.310001
2021-04-23,prices,VCN,Low Price,38.400002
2021-04-26,prices,VCN,Low Price,38.560001
2021-04-27,prices,VCN,Low Price,38.599998
2021-04-28,prices,VCN,Low Price,38.790001
2021-04-29,prices,VCN,Low Price,38.84
2021-04-30,prices,VCN,Low Price,38.549999
2021-05-03,prices,VCN,Low Price,38.799999
2021-05-04,prices,VCN,Low Price,38.490002
2021-05-05,prices,VCN,Low Price,38.830002
2021-05-06,prices,VCN,Low Price,38.759998
2021-05-07,prices,VCN,Low Price,39.060001
2021-05-10,prices,VCN,Low Price,39.16
2021-05-11,prices,VCN,Low Price,38.59
2021-05-12,prices,VCN,Low Price,38.57
2021-05-13,prices,VCN,Low Price,38.599998
2021-05-14,prices,VCN,Low Price,38.889999
2021-05-17,prices,VCN,Low Price,39.099998
2021-05-18,prices,VCN,Low Price,39.279999
2021-05-19,prices,VCN,Low Price,38.91
2021-05-20,prices,VCN,Low Price,39.290001
2021-05-21,prices,VCN,Low Price,39.48
2021-05-25,prices,VCN,Low Price,39.57
2021-05-26,prices,VCN,Low Price,39.73
2021-05-27,prices,VCN,Low Price,39.990002
2021-05-28,prices,VCN,Low Price,40.139999
2021-05-31,prices,VCN,Low Price,39.869999
2020-06-01,prices,VCN,Closing Price,30.860001
2020-06-02,prices,VCN,Closing Price,31.16
2020-06-03,prices,VCN,Closing Price,31.540001
2020-06-04,prices,VCN,Closing Price,31.440001
2020-06-05,prices,VCN,Closing Price,32.080002
2020-06-08,prices,VCN,Closing Price,32.299999
2020-06-09,prices,VCN,Closing Price,32.049999
2020-06-10,prices,VCN,Closing Price,31.83
2020-06-11,prices,VCN,Closing Price,30.5
2020-06-12,prices,VCN,Closing Price,30.93
2020-06-15,prices,VCN,Closing Price,31.120001
2020-06-16,prices,VCN,Closing Price,31.42
2020-06-17,prices,VCN,Closing Price,31.24
2020-06-18,prices,VCN,Closing Price,31.35
2020-06-19,prices,VCN,Closing Price,31.35
2020-06-22,prices,VCN,Closing Price,31.139999
2020-06-23,prices,VCN,Closing Price,31.209999
2020-06-24,prices,VCN,Closing Price,30.700001
2020-06-25,prices,VCN,Closing Price,30.950001
2020-06-26,prices,VCN,Closing Price,30.48
2020-06-29,prices,VCN,Closing Price,30.92
2020-06-30,prices,VCN,Closing Price,31.15
2020-07-02,prices,VCN,Closing Price,31.360001
2020-07-03,prices,VCN,Closing Price,31.309999
2020-07-06,prices,VCN,Closing Price,31.459999
2020-07-07,prices,VCN,Closing Price,31.32
2020-07-08,prices,VCN,Closing Price,31.379999
2020-07-09,prices,VCN,Closing Price,31.27
2020-07-10,prices,VCN,Closing Price,31.549999
2020-07-13,prices,VCN,Closing Price,31.42
2020-07-14,prices,VCN,Closing Price,31.969999
2020-07-15,prices,VCN,Closing Price,32.27
2020-07-16,prices,VCN,Closing Price,32.200001
2020-07-17,prices,VCN,Closing Price,32.419998
2020-07-20,prices,VCN,Closing Price,32.52
2020-07-21,prices,VCN,Closing Price,32.490002
2020-07-22,prices,VCN,Closing Price,32.52
2020-07-23,prices,VCN,Closing Price,32.220001
2020-07-24,prices,VCN,Closing Price,32.16
2020-07-27,prices,VCN,Closing Price,32.5
2020-07-28,prices,VCN,Closing Price,32.450001
2020-07-29,prices,VCN,Closing Price,32.82
2020-07-30,prices,VCN,Closing Price,32.82
2020-07-31,prices,VCN,Closing Price,32.549999
2020-08-04,prices,VCN,Closing Price,32.959999
2020-08-05,prices,VCN,Closing Price,33.220001
2020-08-06,prices,VCN,Closing Price,33.375
2020-08-07,prices,VCN,Closing Price,33.32
2020-08-10,prices,VCN,Closing Price,33.419998
2020-08-11,prices,VCN,Closing Price,33.220001
2020-08-12,prices,VCN,Closing Price,33.41
2020-08-13,prices,VCN,Closing Price,33.299999
2020-08-14,prices,VCN,Closing Price,33.310001
2020-08-17,prices,VCN,Closing Price,33.59
2020-08-18,prices,VCN,Closing Price,33.52
2020-08-19,prices,VCN,Closing Price,33.41
2020-08-20,prices,VCN,Closing Price,33.490002
2020-08-21,prices,VCN,Closing Price,33.299999
2020-08-24,prices,VCN,Closing Price,33.514999
2020-08-25,prices,VCN,Closing Price,33.540001
2020-08-26,prices,VCN,Closing Price,33.860001
2020-08-27,prices,VCN,Closing Price,33.759998
2020-08-28,prices,VCN,Closing Price,33.720001
2020-08-31,prices,VCN,Closing Price,33.27
2020-09-01,prices,VCN,Closing Price,33.549999
2020-09-02,prices,VCN,Closing Price,33.689999
2020-09-03,prices,VCN,Closing Price,33.200001
2020-09-04,prices,VCN,Closing Price,32.740002
2020-09-08,prices,VCN,Closing Price,32.470001
2020-09-09,prices,VCN,Closing Price,33.080002
2020-09-10,prices,VCN,Closing Price,32.68
2020-09-11,prices,VCN,Closing Price,32.73
2020-09-14,prices,VCN,Closing Price,33.029999
2020-09-15,prices,VCN,Closing Price,33.169998
2020-09-16,prices,VCN,Closing Price,32.880001
2020-09-17,prices,VCN,Closing Price,32.779999
2020-09-18,prices,VCN,Closing Price,32.650002
2020-09-21,prices,VCN,Closing Price,32.25
2020-09-22,prices,VCN,Closing Price,32.599998
2020-09-23,prices,VCN,Closing Price,31.98
2020-09-24,prices,VCN,Closing Price,32.119999
2020-09-25,prices,VCN,Closing Price,32.43
2020-09-28,prices,VCN,Closing Price,32.799999
2020-09-29,prices,VCN,Closing Price,32.759998
2020-09-30,prices,VCN,Closing Price,32.299999
2020-10-01,prices,VCN,Closing Price,32.400002
2020-10-02,prices,VCN,Closing Price,32.439999
2020-10-05,prices,VCN,Closing Price,32.869999
2020-10-06,prices,VCN,Closing Price,32.549999
2020-10-07,prices,VCN,Closing Price,32.91
2020-10-08,prices,VCN,Closing Price,33.16
2020-10-09,prices,VCN,Closing Price,33.200001
2020-10-13,prices,VCN,Closing Price,33.110001
2020-10-14,prices,VCN,Closing Price,32.98
2020-10-15,prices,VCN,Closing Price,33.080002
2020-10-16,prices,VCN,Closing Price,32.939999
2020-10-19,prices,VCN,Closing Price,32.639999
2020-10-20,prices,VCN,Closing Price,32.619999
2020-10-21,prices,VCN,Closing Price,32.52
2020-10-22,prices,VCN,Closing Price,32.610001
2020-10-23,prices,VCN,Closing Price,32.66
2020-10-26,prices,VCN,Closing Price,32.240002
2020-10-27,prices,VCN,Closing Price,32.130001
2020-10-28,prices,VCN,Closing Price,31.25
2020-10-29,prices,VCN,Closing Price,31.42
2020-10-30,prices,VCN,Closing Price,31.26
2020-11-02,prices,VCN,Closing Price,31.459999
2020-11-03,prices,VCN,Closing Price,31.99
2020-11-04,prices,VCN,Closing Price,32.09
2020-11-05,prices,VCN,Closing Price,32.669998
2020-11-06,prices,VCN,Closing Price,32.650002
2020-11-09,prices,VCN,Closing Price,33.060001
2020-11-10,prices,VCN,Closing Price,33.349998
2020-11-11,prices,VCN,Closing Price,33.669998
2020-11-12,prices,VCN,Closing Price,33.290001
2020-11-13,prices,VCN,Closing Price,33.490002
2020-11-16,prices,VCN,Closing Price,33.91
2020-11-17,prices,VCN,Closing Price,34.040001
2020-11-18,prices,VCN,Closing Price,33.939999
2020-11-19,prices,VCN,Closing Price,34
2020-11-20,prices,VCN,Closing Price,34.220001
2020-11-23,prices,VCN,Closing Price,34.400002
2020-11-24,prices,VCN,Closing Price,34.799999
2020-11-25,prices,VCN,Closing Price,34.880001
2020-11-26,prices,VCN,Closing Price,34.919998
2020-11-27,prices,VCN,Closing Price,35.049999
2020-11-30,prices,VCN,Closing Price,34.720001
2020-12-01,prices,VCN,Closing Price,34.830002
2020-12-02,prices,VCN,Closing Price,34.98
2020-12-03,prices,VCN,Closing Price,35.07
2020-12-04,prices,VCN,Closing Price,35.330002
2020-12-07,prices,VCN,Closing Price,35.459999
2020-12-08,prices,VCN,Closing Price,35.599998
2020-12-09,prices,VCN,Closing Price,35.470001
2020-12-10,prices,VCN,Closing Price,35.529999
2020-12-11,prices,VCN,Closing Price,35.450001
2020-12-14,prices,VCN,Closing Price,35.099998
2020-12-15,prices,VCN,Closing Price,35.349998
2020-12-16,prices,VCN,Closing Price,35.470001
2020-12-17,prices,VCN,Closing Price,35.639999
2020-12-18,prices,VCN,Closing Price,35.400002
2020-12-21,prices,VCN,Closing Price,35.360001
2020-12-22,prices,VCN,Closing Price,35.450001
2020-12-23,prices,VCN,Closing Price,35.540001
2020-12-24,prices,VCN,Closing Price,35.599998
2020-12-29,prices,VCN,Closing Price,35.459999
2020-12-30,prices,VCN,Closing Price,35.240002
2020-12-31,prices,VCN,Closing Price,34.990002
2021-01-04,prices,VCN,Closing Price,35.16
2021-01-05,prices,VCN,Closing Price,35.52
2021-01-06,prices,VCN,Closing Price,35.830002
2021-01-07,prices,VCN,Closing Price,36.25
2021-01-08,prices,VCN,Closing Price,36.259998
2021-01-11,prices,VCN,Closing Price,36.07
2021-01-12,prices,VCN,Closing Price,36.18
2021-01-13,prices,VCN,Closing Price,36.09
2021-01-14,prices,VCN,Closing Price,36.119999
2021-01-15,prices,VCN,Closing Price,36.040001
2021-01-18,prices,VCN,Closing Price,36.119999
2021-01-19,prices,VCN,Closing Price,36.130001
2021-01-20,prices,VCN,Closing Price,36.23
2021-01-21,prices,VCN,Closing Price,36.029999
2021-01-22,prices,VCN,Closing Price,35.889999
2021-01-25,prices,VCN,Closing Price,36
2021-01-26,prices,VCN,Closing Price,35.759998
2021-01-27,prices,VCN,Closing Price,35.040001
2021-01-28,prices,VCN,Closing Price,35.52
2021-01-29,prices,VCN,Closing Price,34.93
2021-02-01,prices,VCN,Closing Price,35.580002
2021-02-02,prices,VCN,Closing Price,35.950001
2021-02-03,prices,VCN,Closing Price,36.099998
2021-02-04,prices,VCN,Closing Price,36.34
2021-02-05,prices,VCN,Closing Price,36.529999
2021-02-08,prices,VCN,Closing Price,36.93
2021-02-09,prices,VCN,Closing Price,37.09
2021-02-10,prices,VCN,Closing Price,37.200001
2021-02-11,prices,VCN,Closing Price,37.09
2021-02-12,prices,VCN,Closing Price,37.25
2021-02-16,prices,VCN,Closing Price,37.310001
2021-02-17,prices,VCN,Closing Price,37.110001
2021-02-18,prices,VCN,Closing Price,36.869999
2021-02-19,prices,VCN,Closing Price,37.099998
2021-02-22,prices,VCN,Closing Price,37.189999
2021-02-23,prices,VCN,Closing Price,36.990002
2021-02-24,prices,VCN,Closing Price,37.360001
2021-02-25,prices,VCN,Closing Price,36.82
2021-02-26,prices,VCN,Closing Price,36.450001
2021-03-01,prices,VCN,Closing Price,37
2021-03-02,prices,VCN,Closing Price,37.25
2021-03-03,prices,VCN,Closing Price,37.060001
2021-03-04,prices,VCN,Closing Price,36.68
2021-03-05,prices,VCN,Closing Price,37.209999
2021-03-08,prices,VCN,Closing Price,37.380001
2021-03-09,prices,VCN,Closing Price,37.630001
2021-03-10,prices,VCN,Closing Price,37.84
2021-03-11,prices,VCN,Closing Price,38.169998
2021-03-12,prices,VCN,Closing Price,38.189999
2021-03-15,prices,VCN,Closing Price,38.419998
2021-03-16,prices,VCN,Closing Price,38.240002
2021-03-17,prices,VCN,Closing Price,38.470001
2021-03-18,prices,VCN,Closing Price,38.18
2021-03-19,prices,VCN,Closing Price,38.200001
2021-03-22,prices,VCN,Closing Price,38.130001
2021-03-23,prices,VCN,Closing Price,37.869999
2021-03-24,prices,VCN,Closing Price,37.790001
2021-03-25,prices,VCN,Closing Price,37.860001
2021-03-26,prices,VCN,Closing Price,38.060001
2021-03-29,prices,VCN,Closing Price,37.990002
2021-03-30,prices,VCN,Closing Price,38.009998
2021-03-31,prices,VCN,Closing Price,37.66
2021-04-01,prices,VCN,Closing Price,38.27
2021-04-05,prices,VCN,Closing Price,38.360001
2021-04-06,prices,VCN,Closing Price,38.529999
2021-04-07,prices,VCN,Closing Price,38.59
2021-04-08,prices,VCN,Closing Price,38.75
2021-04-09,prices,VCN,Closing Price,38.779999
2021-04-12,prices,VCN,Closing Price,38.73
2021-04-13,prices,VCN,Closing Price,38.73
2021-04-14,prices,VCN,Closing Price,38.669998
2021-04-15,prices,VCN,Closing Price,38.990002
2021-04-16,prices,VCN,Closing Price,39.02
2021-04-19,prices,VCN,Closing Price,38.75
2021-04-20,prices,VCN,Closing Price,38.41
2021-04-21,prices,VCN,Closing Price,38.630001
2021-04-22,prices,VCN,Closing Price,38.41
2021-04-23,prices,VCN,Closing Price,38.560001
2021-04-26,prices,VCN,Closing Price,38.700001
2021-04-27,prices,VCN,Closing Price,38.720001
2021-04-28,prices,VCN,Closing Price,39.080002
2021-04-29,prices,VCN,Closing Price,38.900002
2021-04-30,prices,VCN,Closing Price,38.57
2021-05-03,prices,VCN,Closing Price,38.799999
2021-05-04,prices,VCN,Closing Price,38.790001
2021-05-05,prices,VCN,Closing Price,39.009998
2021-05-06,prices,VCN,Closing Price,38.990002
2021-05-07,prices,VCN,Closing Price,39.349998
2021-05-10,prices,VCN,Closing Price,39.16
2021-05-11,prices,VCN,Closing Price,38.970001
2021-05-12,prices,VCN,Closing Price,38.619999
2021-05-13,prices,VCN,Closing Price,38.740002
2021-05-14,prices,VCN,Closing Price,39.200001
2021-05-17,prices,VCN,Closing Price,39.41
2021-05-18,prices,VCN,Closing Price,39.470001
2021-05-19,prices,VCN,Closing Price,39.290001
2021-05-20,prices,VCN,Closing Price,39.540001
2021-05-21,prices,VCN,Closing Price,39.529999
2021-05-25,prices,VCN,Closing Price,39.599998
2021-05-26,prices,VCN,Closing Price,39.950001
2021-05-27,prices,VCN,Closing Price,40.049999
2021-05-28,prices,VCN,Closing Price,40.169998
2021-05-31,prices,VCN,Closing Price,39.950001
2020-06-01,prices,VCN,Adjusted Price,29.888519
2020-06-02,prices,VCN,Adjusted Price,30.179079
2020-06-03,prices,VCN,Adjusted Price,30.547117
2020-06-04,prices,VCN,Adjusted Price,30.450264
2020-06-05,prices,VCN,Adjusted Price,31.070118
2020-06-08,prices,VCN,Adjusted Price,31.283188
2020-06-09,prices,VCN,Adjusted Price,31.041059
2020-06-10,prices,VCN,Adjusted Price,30.827984
2020-06-11,prices,VCN,Adjusted Price,29.539854
2020-06-12,prices,VCN,Adjusted Price,29.956316
2020-06-15,prices,VCN,Adjusted Price,30.140339
2020-06-16,prices,VCN,Adjusted Price,30.430893
2020-06-17,prices,VCN,Adjusted Price,30.256559
2020-06-18,prices,VCN,Adjusted Price,30.363096
2020-06-19,prices,VCN,Adjusted Price,30.363096
2020-06-22,prices,VCN,Adjusted Price,30.435423
2020-06-23,prices,VCN,Adjusted Price,30.503838
2020-06-24,prices,VCN,Adjusted Price,30.005379
2020-06-25,prices,VCN,Adjusted Price,30.249722
2020-06-26,prices,VCN,Adjusted Price,29.790356
2020-06-29,prices,VCN,Adjusted Price,30.220398
2020-06-30,prices,VCN,Adjusted Price,30.445194
2020-07-02,prices,VCN,Adjusted Price,30.650446
2020-07-03,prices,VCN,Adjusted Price,30.601576
2020-07-06,prices,VCN,Adjusted Price,30.748182
2020-07-07,prices,VCN,Adjusted Price,30.611349
2020-07-08,prices,VCN,Adjusted Price,30.669992
2020-07-09,prices,VCN,Adjusted Price,30.562481
2020-07-10,prices,VCN,Adjusted Price,30.836143
2020-07-13,prices,VCN,Adjusted Price,30.709087
2020-07-14,prices,VCN,Adjusted Price,31.246643
2020-07-15,prices,VCN,Adjusted Price,31.539854
2020-07-16,prices,VCN,Adjusted Price,31.471437
2020-07-17,prices,VCN,Adjusted Price,31.68646
2020-07-20,prices,VCN,Adjusted Price,31.784197
2020-07-21,prices,VCN,Adjusted Price,31.754875
2020-07-22,prices,VCN,Adjusted Price,31.784197
2020-07-23,prices,VCN,Adjusted Price,31.490986
2020-07-24,prices,VCN,Adjusted Price,31.432343
2020-07-27,prices,VCN,Adjusted Price,31.764652
2020-07-28,prices,VCN,Adjusted Price,31.715784
2020-07-29,prices,VCN,Adjusted Price,32.077408
2020-07-30,prices,VCN,Adjusted Price,32.077408
2020-07-31,prices,VCN,Adjusted Price,31.813517
2020-08-04,prices,VCN,Adjusted Price,32.214245
2020-08-05,prices,VCN,Adjusted Price,32.468361
2020-08-06,prices,VCN,Adjusted Price,32.61985
2020-08-07,prices,VCN,Adjusted Price,32.566097
2020-08-10,prices,VCN,Adjusted Price,32.66383
2020-08-11,prices,VCN,Adjusted Price,32.468361
2020-08-12,prices,VCN,Adjusted Price,32.654057
2020-08-13,prices,VCN,Adjusted Price,32.546551
2020-08-14,prices,VCN,Adjusted Price,32.556324
2020-08-17,prices,VCN,Adjusted Price,32.829987
2020-08-18,prices,VCN,Adjusted Price,32.761574
2020-08-19,prices,VCN,Adjusted Price,32.654057
2020-08-20,prices,VCN,Adjusted Price,32.73225
2020-08-21,prices,VCN,Adjusted Price,32.546551
2020-08-24,prices,VCN,Adjusted Price,32.756687
2020-08-25,prices,VCN,Adjusted Price,32.78112
2020-08-26,prices,VCN,Adjusted Price,33.09388
2020-08-27,prices,VCN,Adjusted Price,32.99614
2020-08-28,prices,VCN,Adjusted Price,32.957047
2020-08-31,prices,VCN,Adjusted Price,32.517231
2020-09-01,prices,VCN,Adjusted Price,32.79089
2020-09-02,prices,VCN,Adjusted Price,32.927727
2020-09-03,prices,VCN,Adjusted Price,32.448814
2020-09-04,prices,VCN,Adjusted Price,31.999222
2020-09-08,prices,VCN,Adjusted Price,31.735331
2020-09-09,prices,VCN,Adjusted Price,32.331528
2020-09-10,prices,VCN,Adjusted Price,31.94058
2020-09-11,prices,VCN,Adjusted Price,31.989445
2020-09-14,prices,VCN,Adjusted Price,32.282658
2020-09-15,prices,VCN,Adjusted Price,32.419487
2020-09-16,prices,VCN,Adjusted Price,32.136051
2020-09-17,prices,VCN,Adjusted Price,32.038315
2020-09-18,prices,VCN,Adjusted Price,31.911255
2020-09-21,prices,VCN,Adjusted Price,31.520308
2020-09-22,prices,VCN,Adjusted Price,31.862387
2020-09-23,prices,VCN,Adjusted Price,31.256414
2020-09-24,prices,VCN,Adjusted Price,31.393248
2020-09-25,prices,VCN,Adjusted Price,31.696234
2020-09-28,prices,VCN,Adjusted Price,32.057861
2020-09-29,prices,VCN,Adjusted Price,32.018764
2020-09-30,prices,VCN,Adjusted Price,31.833481
2020-10-01,prices,VCN,Adjusted Price,31.932041
2020-10-02,prices,VCN,Adjusted Price,31.97146
2020-10-05,prices,VCN,Adjusted Price,32.395252
2020-10-06,prices,VCN,Adjusted Price,32.079872
2020-10-07,prices,VCN,Adjusted Price,32.434673
2020-10-08,prices,VCN,Adjusted Price,32.681065
2020-10-09,prices,VCN,Adjusted Price,32.720486
2020-10-13,prices,VCN,Adjusted Price,32.631786
2020-10-14,prices,VCN,Adjusted Price,32.503662
2020-10-15,prices,VCN,Adjusted Price,32.602219
2020-10-16,prices,VCN,Adjusted Price,32.464241
2020-10-19,prices,VCN,Adjusted Price,32.168571
2020-10-20,prices,VCN,Adjusted Price,32.148861
2020-10-21,prices,VCN,Adjusted Price,32.050304
2020-10-22,prices,VCN,Adjusted Price,32.139004
2020-10-23,prices,VCN,Adjusted Price,32.188282
2020-10-26,prices,VCN,Adjusted Price,31.774351
2020-10-27,prices,VCN,Adjusted Price,31.665939
2020-10-28,prices,VCN,Adjusted Price,30.798649
2020-10-29,prices,VCN,Adjusted Price,30.966194
2020-10-30,prices,VCN,Adjusted Price,30.808504
2020-11-02,prices,VCN,Adjusted Price,31.005613
2020-11-03,prices,VCN,Adjusted Price,31.52796
2020-11-04,prices,VCN,Adjusted Price,31.626516
2020-11-05,prices,VCN,Adjusted Price,32.198139
2020-11-06,prices,VCN,Adjusted Price,32.178429
2020-11-09,prices,VCN,Adjusted Price,32.582508
2020-11-10,prices,VCN,Adjusted Price,32.868317
2020-11-11,prices,VCN,Adjusted Price,33.183693
2020-11-12,prices,VCN,Adjusted Price,32.809185
2020-11-13,prices,VCN,Adjusted Price,33.006298
2020-11-16,prices,VCN,Adjusted Price,33.420227
2020-11-17,prices,VCN,Adjusted Price,33.548351
2020-11-18,prices,VCN,Adjusted Price,33.449795
2020-11-19,prices,VCN,Adjusted Price,33.50893
2020-11-20,prices,VCN,Adjusted Price,33.72575
2020-11-23,prices,VCN,Adjusted Price,33.903152
2020-11-24,prices,VCN,Adjusted Price,34.297371
2020-11-25,prices,VCN,Adjusted Price,34.376221
2020-11-26,prices,VCN,Adjusted Price,34.415638
2020-11-27,prices,VCN,Adjusted Price,34.543762
2020-11-30,prices,VCN,Adjusted Price,34.218533
2020-12-01,prices,VCN,Adjusted Price,34.326942
2020-12-02,prices,VCN,Adjusted Price,34.474773
2020-12-03,prices,VCN,Adjusted Price,34.563473
2020-12-04,prices,VCN,Adjusted Price,34.819721
2020-12-07,prices,VCN,Adjusted Price,34.947842
2020-12-08,prices,VCN,Adjusted Price,35.085819
2020-12-09,prices,VCN,Adjusted Price,34.957699
2020-12-10,prices,VCN,Adjusted Price,35.01683
2020-12-11,prices,VCN,Adjusted Price,34.937984
2020-12-14,prices,VCN,Adjusted Price,34.59304
2020-12-15,prices,VCN,Adjusted Price,34.839432
2020-12-16,prices,VCN,Adjusted Price,34.957699
2020-12-17,prices,VCN,Adjusted Price,35.12524
2020-12-18,prices,VCN,Adjusted Price,34.88871
2020-12-21,prices,VCN,Adjusted Price,34.849285
2020-12-22,prices,VCN,Adjusted Price,34.937984
2020-12-23,prices,VCN,Adjusted Price,35.026688
2020-12-24,prices,VCN,Adjusted Price,35.085819
2020-12-29,prices,VCN,Adjusted Price,34.947842
2020-12-30,prices,VCN,Adjusted Price,34.963718
