date,type_of_data,firm,Variable,Value
2020-07-28,prices,VEE,Adjusted Price,34.107002
2020-07-29,prices,VEE,Adjusted Price,34.570301
2020-07-30,prices,VEE,Adjusted Price,34.471733
2020-07-31,prices,VEE,Adjusted Price,34.136574
2020-08-04,prices,VEE,Adjusted Price,34.580166
2020-08-05,prices,VEE,Adjusted Price,34.806885
2020-08-06,prices,VEE,Adjusted Price,34.944889
2020-08-07,prices,VEE,Adjusted Price,34.41259
2020-08-10,prices,VEE,Adjusted Price,34.373154
2020-08-11,prices,VEE,Adjusted Price,34.116859
2020-08-12,prices,VEE,Adjusted Price,34.402729
2020-08-13,prices,VEE,Adjusted Price,34.12672
2020-08-14,prices,VEE,Adjusted Price,34.294296
2020-08-17,prices,VEE,Adjusted Price,34.530876
2020-08-18,prices,VEE,Adjusted Price,34.580166
2020-08-19,prices,VEE,Adjusted Price,34.274582
2020-08-20,prices,VEE,Adjusted Price,34.116859
2020-08-21,prices,VEE,Adjusted Price,34.323868
2020-08-24,prices,VEE,Adjusted Price,34.76746
2020-08-25,prices,VEE,Adjusted Price,35.004036
2020-08-26,prices,VEE,Adjusted Price,34.944889
2020-08-27,prices,VEE,Adjusted Price,34.678741
2020-08-28,prices,VEE,Adjusted Price,35.043465
2020-08-31,prices,VEE,Adjusted Price,34.205582
2020-09-01,prices,VEE,Adjusted Price,34.90546
2020-09-02,prices,VEE,Adjusted Price,34.757595
2020-09-03,prices,VEE,Adjusted Price,34.343586
2020-09-04,prices,VEE,Adjusted Price,34.146431
2020-09-08,prices,VEE,Adjusted Price,33.899994
2020-09-09,prices,VEE,Adjusted Price,34.205582
2020-09-10,prices,VEE,Adjusted Price,33.76199
2020-09-11,prices,VEE,Adjusted Price,33.988716
2020-09-14,prices,VEE,Adjusted Price,34.521019
2020-09-15,prices,VEE,Adjusted Price,34.915318
2020-09-16,prices,VEE,Adjusted Price,34.816746
2020-09-17,prices,VEE,Adjusted Price,34.639309
2020-09-18,prices,VEE,Adjusted Price,34.521019
2020-09-21,prices,VEE,Adjusted Price,34.416698
2020-09-22,prices,VEE,Adjusted Price,34.178246
2020-09-23,prices,VEE,Adjusted Price,33.800694
2020-09-24,prices,VEE,Adjusted Price,33.641727
2020-09-25,prices,VEE,Adjusted Price,33.681469
2020-09-28,prices,VEE,Adjusted Price,34.029213
2020-09-29,prices,VEE,Adjusted Price,34.04908
2020-09-30,prices,VEE,Adjusted Price,34.406761
2020-10-01,prices,VEE,Adjusted Price,34.575665
2020-10-02,prices,VEE,Adjusted Price,34.307404
2020-10-05,prices,VEE,Adjusted Price,34.585602
2020-10-06,prices,VEE,Adjusted Price,34.804184
2020-10-07,prices,VEE,Adjusted Price,35.042637
2020-10-08,prices,VEE,Adjusted Price,35.132057
2020-10-09,prices,VEE,Adjusted Price,35.171799
2020-10-13,prices,VEE,Adjusted Price,35.479797
2020-10-14,prices,VEE,Adjusted Price,35.241344
2020-10-15,prices,VEE,Adjusted Price,35.161861
2020-10-16,prices,VEE,Adjusted Price,35.261219
2020-10-19,prices,VEE,Adjusted Price,35.132057
2020-10-20,prices,VEE,Adjusted Price,35.350639
2020-10-21,prices,VEE,Adjusted Price,35.410248
2020-10-22,prices,VEE,Adjusted Price,35.420185
2020-10-23,prices,VEE,Adjusted Price,35.589088
2020-10-26,prices,VEE,Adjusted Price,35.261219
2020-10-27,prices,VEE,Adjusted Price,35.380444
2020-10-28,prices,VEE,Adjusted Price,34.853859
2020-10-29,prices,VEE,Adjusted Price,35.231411
2020-10-30,prices,VEE,Adjusted Price,34.863796
2020-11-02,prices,VEE,Adjusted Price,35.05257
2020-11-03,prices,VEE,Adjusted Price,34.933346
2020-11-04,prices,VEE,Adjusted Price,35.976574
2020-11-05,prices,VEE,Adjusted Price,36.403801
2020-11-06,prices,VEE,Adjusted Price,36.513096
2020-11-09,prices,VEE,Adjusted Price,36.701866
2020-11-10,prices,VEE,Adjusted Price,36.344193
2020-11-11,prices,VEE,Adjusted Price,36.572708
2020-11-12,prices,VEE,Adjusted Price,36.513096
2020-11-13,prices,VEE,Adjusted Price,36.999935
2020-11-16,prices,VEE,Adjusted Price,37.288063
2020-11-17,prices,VEE,Adjusted Price,37.228455
2020-11-18,prices,VEE,Adjusted Price,37.079418
2020-11-19,prices,VEE,Adjusted Price,37.109226
2020-11-20,prices,VEE,Adjusted Price,37.447033
2020-11-23,prices,VEE,Adjusted Price,37.417225
2020-11-24,prices,VEE,Adjusted Price,37.665619
2020-11-25,prices,VEE,Adjusted Price,37.496716
2020-11-26,prices,VEE,Adjusted Price,37.675549
2020-11-27,prices,VEE,Adjusted Price,37.864326
2020-11-30,prices,VEE,Adjusted Price,36.880707
2020-12-01,prices,VEE,Adjusted Price,37.536453
2020-12-02,prices,VEE,Adjusted Price,37.447033
2020-12-03,prices,VEE,Adjusted Price,37.645744
2020-12-04,prices,VEE,Adjusted Price,37.645744
2020-12-07,prices,VEE,Adjusted Price,37.695423
2020-12-08,prices,VEE,Adjusted Price,37.864326
2020-12-09,prices,VEE,Adjusted Price,37.466904
2020-12-10,prices,VEE,Adjusted Price,37.695423
2020-12-11,prices,VEE,Adjusted Price,37.536453
2020-12-14,prices,VEE,Adjusted Price,37.427162
2020-12-15,prices,VEE,Adjusted Price,37.52652
2020-12-16,prices,VEE,Adjusted Price,37.864326
2020-12-17,prices,VEE,Adjusted Price,38.142521
2020-12-18,prices,VEE,Adjusted Price,38.251812
2020-12-21,prices,VEE,Adjusted Price,37.864326
2020-12-22,prices,VEE,Adjusted Price,37.784843
2020-12-23,prices,VEE,Adjusted Price,37.983551
2020-12-24,prices,VEE,Adjusted Price,37.635811
2020-12-29,prices,VEE,Adjusted Price,38.112717
2020-12-30,prices,VEE,Adjusted Price,38.481056
2020-12-31,prices,VEE,Adjusted Price,38.311359
2021-01-04,prices,VEE,Adjusted Price,38.620804
2021-01-05,prices,VEE,Adjusted Price,39.15984
2021-01-06,prices,VEE,Adjusted Price,38.810467
2021-01-07,prices,VEE,Adjusted Price,39.139874
2021-01-08,prices,VEE,Adjusted Price,39.998337
2021-01-11,prices,VEE,Adjusted Price,39.768749
2021-01-12,prices,VEE,Adjusted Price,40.048248
2021-01-13,prices,VEE,Adjusted Price,40.108139
2021-01-14,prices,VEE,Adjusted Price,40.307785
2021-01-15,prices,VEE,Adjusted Price,40.148071
2021-01-18,prices,VEE,Adjusted Price,40.806889
2021-01-19,prices,VEE,Adjusted Price,40.886745
2021-01-20,prices,VEE,Adjusted Price,41.256084
2021-01-21,prices,VEE,Adjusted Price,41.226135
2021-01-22,prices,VEE,Adjusted Price,41.256084
2021-01-25,prices,VEE,Adjusted Price,41.505638
2021-01-26,prices,VEE,Adjusted Price,41.056442
2021-01-27,prices,VEE,Adjusted Price,40.417587
2021-01-28,prices,VEE,Adjusted Price,40.637192
2021-01-29,prices,VEE,Adjusted Price,39.688889
2021-02-01,prices,VEE,Adjusted Price,40.936653
2021-02-02,prices,VEE,Adjusted Price,41.335941
2021-02-03,prices,VEE,Adjusted Price,41.445744
2021-02-04,prices,VEE,Adjusted Price,41.655369
2021-02-05,prices,VEE,Adjusted Price,41.745209
2021-02-08,prices,VEE,Adjusted Price,41.884956
2021-02-09,prices,VEE,Adjusted Price,42.22435
2021-02-10,prices,VEE,Adjusted Price,42.314186
2021-02-11,prices,VEE,Adjusted Price,42.733437
2021-02-12,prices,VEE,Adjusted Price,42.823277
2021-02-16,prices,VEE,Adjusted Price,42.883167
2021-02-17,prices,VEE,Adjusted Price,43.022919
2021-02-18,prices,VEE,Adjusted Price,42.404026
2021-02-19,prices,VEE,Adjusted Price,42.433971
2021-02-22,prices,VEE,Adjusted Price,41.256084
2021-02-23,prices,VEE,Adjusted Price,41.365887
2021-02-24,prices,VEE,Adjusted Price,40.886745
2021-02-25,prices,VEE,Adjusted Price,40.297798
2021-02-26,prices,VEE,Adjusted Price,40.148071
2021-03-01,prices,VEE,Adjusted Price,40.966602
2021-03-02,prices,VEE,Adjusted Price,40.457512
2021-03-03,prices,VEE,Adjusted Price,40.507427
2021-03-04,prices,VEE,Adjusted Price,39.66893
2021-03-05,prices,VEE,Adjusted Price,39.988358
2021-03-08,prices,VEE,Adjusted Price,38.970181
2021-03-09,prices,VEE,Adjusted Price,39.698875
2021-03-10,prices,VEE,Adjusted Price,39.569107
2021-03-11,prices,VEE,Adjusted Price,40.43755
2021-03-12,prices,VEE,Adjusted Price,39.569107
2021-03-15,prices,VEE,Adjusted Price,39.559124
2021-03-16,prices,VEE,Adjusted Price,39.609035
2021-03-17,prices,VEE,Adjusted Price,39.539162
2021-03-18,prices,VEE,Adjusted Price,39.279625
2021-03-19,prices,VEE,Adjusted Price,39.629002
2021-03-22,prices,VEE,Adjusted Price,39.630001
2021-03-23,prices,VEE,Adjusted Price,39.16
2021-03-24,prices,VEE,Adjusted Price,38.200001
2021-03-25,prices,VEE,Adjusted Price,38.389999
2021-03-26,prices,VEE,Adjusted Price,39.16
2021-03-29,prices,VEE,Adjusted Price,39.029999
2021-03-30,prices,VEE,Adjusted Price,39.32
2021-03-31,prices,VEE,Adjusted Price,39.25
2021-04-01,prices,VEE,Adjusted Price,39.580002
2021-04-05,prices,VEE,Adjusted Price,39.610001
2021-04-06,prices,VEE,Adjusted Price,39.939999
2021-04-07,prices,VEE,Adjusted Price,39.509998
2021-04-08,prices,VEE,Adjusted Price,39.73
2021-04-09,prices,VEE,Adjusted Price,39.310001
2021-04-12,prices,VEE,Adjusted Price,39.130001
2021-04-13,prices,VEE,Adjusted Price,39.080002
2021-04-14,prices,VEE,Adjusted Price,39.200001
2021-04-15,prices,VEE,Adjusted Price,39.599998
2021-04-16,prices,VEE,Adjusted Price,39.68
2021-04-19,prices,VEE,Adjusted Price,39.66
2021-04-20,prices,VEE,Adjusted Price,39.619999
2021-04-21,prices,VEE,Adjusted Price,39.549999
2021-04-22,prices,VEE,Adjusted Price,39.509998
2021-04-23,prices,VEE,Adjusted Price,39.959999
2021-04-26,prices,VEE,Adjusted Price,39.73
2021-04-27,prices,VEE,Adjusted Price,39.82
2021-04-28,prices,VEE,Adjusted Price,39.860001
2021-04-29,prices,VEE,Adjusted Price,39.650002
2021-04-30,prices,VEE,Adjusted Price,39.16
2021-05-03,prices,VEE,Adjusted Price,39.049999
2021-05-04,prices,VEE,Adjusted Price,38.650002
2021-05-05,prices,VEE,Adjusted Price,38.73
2021-05-06,prices,VEE,Adjusted Price,38.73
2021-05-07,prices,VEE,Adjusted Price,38.98
2021-05-10,prices,VEE,Adjusted Price,38.150002
2021-05-11,prices,VEE,Adjusted Price,38.029999
2021-05-12,prices,VEE,Adjusted Price,37.16
2021-05-13,prices,VEE,Adjusted Price,37.23
2021-05-14,prices,VEE,Adjusted Price,37.709999
2021-05-17,prices,VEE,Adjusted Price,37.540001
2021-05-18,prices,VEE,Adjusted Price,38.09
2021-05-19,prices,VEE,Adjusted Price,38.169998
2021-05-20,prices,VEE,Adjusted Price,38.119999
2021-05-21,prices,VEE,Adjusted Price,37.709999
2021-05-25,prices,VEE,Adjusted Price,38.450001
2021-05-26,prices,VEE,Adjusted Price,38.939999
2021-05-27,prices,VEE,Adjusted Price,38.860001
2021-05-28,prices,VEE,Adjusted Price,39.099998
2021-05-31,prices,VEE,Adjusted Price,39.150002
2020-06-01,prices,XUU,Opening Price,31.290001
2020-06-02,prices,XUU,Opening Price,31.08
2020-06-03,prices,XUU,Opening Price,31.6
2020-06-04,prices,XUU,Opening Price,31.6
2020-06-05,prices,XUU,Opening Price,32
2020-06-08,prices,XUU,Opening Price,32.380001
2020-06-09,prices,XUU,Opening Price,32.369999
2020-06-10,prices,XUU,Opening Price,32.450001
2020-06-11,prices,XUU,Opening Price,31.389999
2020-06-12,prices,XUU,Opening Price,31.41
2020-06-15,prices,XUU,Opening Price,30.530001
2020-06-16,prices,XUU,Opening Price,32.119999
2020-06-17,prices,XUU,Opening Price,31.799999
2020-06-18,prices,XUU,Opening Price,31.48
2020-06-19,prices,XUU,Opening Price,31.93
2020-06-22,prices,XUU,Opening Price,31.59
2020-06-23,prices,XUU,Opening Price,31.9
2020-06-24,prices,XUU,Opening Price,31.559999
2020-06-25,prices,XUU,Opening Price,30.91
2020-06-26,prices,XUU,Opening Price,31.41
2020-06-29,prices,XUU,Opening Price,30.84
2020-06-30,prices,XUU,Opening Price,31.280001
2020-07-02,prices,XUU,Opening Price,31.790001
2020-07-03,prices,XUU,Opening Price,31.92
2020-07-06,prices,XUU,Opening Price,32.09
2020-07-07,prices,XUU,Opening Price,32.139999
2020-07-08,prices,XUU,Opening Price,31.969999
2020-07-09,prices,XUU,Opening Price,32
2020-07-10,prices,XUU,Opening Price,31.780001
2020-07-13,prices,XUU,Opening Price,32.419998
2020-07-14,prices,XUU,Opening Price,31.99
2020-07-15,prices,XUU,Opening Price,32.669998
2020-07-16,prices,XUU,Opening Price,32.380001
2020-07-17,prices,XUU,Opening Price,32.740002
2020-07-20,prices,XUU,Opening Price,32.709999
2020-07-21,prices,XUU,Opening Price,32.98
2020-07-22,prices,XUU,Opening Price,32.75
2020-07-23,prices,XUU,Opening Price,32.889999
2020-07-24,prices,XUU,Opening Price,32.41
2020-07-27,prices,XUU,Opening Price,32.310001
2020-07-28,prices,XUU,Opening Price,32.25
2020-07-29,prices,XUU,Opening Price,32.25
2020-07-30,prices,XUU,Opening Price,32.369999
2020-07-31,prices,XUU,Opening Price,32.720001
2020-08-04,prices,XUU,Opening Price,32.880001
2020-08-05,prices,XUU,Opening Price,33.080002
2020-08-06,prices,XUU,Opening Price,33.150002
2020-08-07,prices,XUU,Opening Price,33.41
2020-08-10,prices,XUU,Opening Price,33.720001
2020-08-11,prices,XUU,Opening Price,33.700001
2020-08-12,prices,XUU,Opening Price,33.43
2020-08-13,prices,XUU,Opening Price,33.5
2020-08-14,prices,XUU,Opening Price,33.43
2020-08-17,prices,XUU,Opening Price,33.549999
2020-08-18,prices,XUU,Opening Price,33.599998
2020-08-19,prices,XUU,Opening Price,33.509998
2020-08-20,prices,XUU,Opening Price,33.349998
2020-08-21,prices,XUU,Opening Price,33.459999
2020-08-24,prices,XUU,Opening Price,33.740002
2020-08-25,prices,XUU,Opening Price,34
2020-08-26,prices,XUU,Opening Price,34.009998
2020-08-27,prices,XUU,Opening Price,34.169998
2020-08-28,prices,XUU,Opening Price,34.299999
2020-08-31,prices,XUU,Opening Price,34.25
2020-09-01,prices,XUU,Opening Price,34.09
2020-09-02,prices,XUU,Opening Price,34.700001
2020-09-03,prices,XUU,Opening Price,34.939999
2020-09-04,prices,XUU,Opening Price,33.91
2020-09-08,prices,XUU,Opening Price,33.139999
2020-09-09,prices,XUU,Opening Price,33.27
2020-09-10,prices,XUU,Opening Price,33.599998
2020-09-11,prices,XUU,Opening Price,33.169998
2020-09-14,prices,XUU,Opening Price,33.18
2020-09-15,prices,XUU,Opening Price,33.66
2020-09-16,prices,XUU,Opening Price,33.650002
2020-09-17,prices,XUU,Opening Price,33.130001
2020-09-18,prices,XUU,Opening Price,33.389999
2020-09-21,prices,XUU,Opening Price,32.560001
2020-09-22,prices,XUU,Opening Price,32.950001
2020-09-23,prices,XUU,Opening Price,33.200001
2020-09-24,prices,XUU,Opening Price,32.32
2020-09-25,prices,XUU,Opening Price,32.34
2020-09-28,prices,XUU,Opening Price,33.299999
2020-09-29,prices,XUU,Opening Price,33.400002
2020-09-30,prices,XUU,Opening Price,33.32
2020-10-01,prices,XUU,Opening Price,33.709999
2020-10-02,prices,XUU,Opening Price,33.220001
2020-10-05,prices,XUU,Opening Price,33.580002
2020-10-06,prices,XUU,Opening Price,33.990002
2020-10-07,prices,XUU,Opening Price,33.830002
2020-10-08,prices,XUU,Opening Price,34.189999
2020-10-09,prices,XUU,Opening Price,34.34
2020-10-13,prices,XUU,Opening Price,34.5
2020-10-14,prices,XUU,Opening Price,34.720001
2020-10-15,prices,XUU,Opening Price,34.150002
2020-10-16,prices,XUU,Opening Price,34.669998
2020-10-19,prices,XUU,Opening Price,34.619999
2020-10-20,prices,XUU,Opening Price,34.18
2020-10-21,prices,XUU,Opening Price,33.950001
2020-10-22,prices,XUU,Opening Price,33.919998
2020-10-23,prices,XUU,Opening Price,34.279999
2020-10-26,prices,XUU,Opening Price,34.07
2020-10-27,prices,XUU,Opening Price,33.799999
2020-10-28,prices,XUU,Opening Price,33.23
2020-10-29,prices,XUU,Opening Price,32.98
2020-10-30,prices,XUU,Opening Price,32.990002
2020-11-02,prices,XUU,Opening Price,33.060001
2020-11-03,prices,XUU,Opening Price,33.029999
2020-11-04,prices,XUU,Opening Price,33.939999
2020-11-05,prices,XUU,Opening Price,34.490002
2020-11-06,prices,XUU,Opening Price,34.5
2020-11-09,prices,XUU,Opening Price,35.549999
2020-11-10,prices,XUU,Opening Price,34.849998
2020-11-11,prices,XUU,Opening Price,35.220001
2020-11-12,prices,XUU,Opening Price,35.200001
2020-11-13,prices,XUU,Opening Price,35.169998
2020-11-16,prices,XUU,Opening Price,35.849998
2020-11-17,prices,XUU,Opening Price,35.709999
2020-11-18,prices,XUU,Opening Price,35.84
2020-11-19,prices,XUU,Opening Price,35.360001
2020-11-20,prices,XUU,Opening Price,35.380001
2020-11-23,prices,XUU,Opening Price,35.490002
2020-11-24,prices,XUU,Opening Price,35.98
2020-11-25,prices,XUU,Opening Price,35.950001
2020-11-26,prices,XUU,Opening Price,35.900002
2020-11-27,prices,XUU,Opening Price,36.029999
2020-11-30,prices,XUU,Opening Price,35.950001
2020-12-01,prices,XUU,Opening Price,36
2020-12-02,prices,XUU,Opening Price,35.900002
2020-12-03,prices,XUU,Opening Price,35.98
2020-12-04,prices,XUU,Opening Price,35.84
2020-12-07,prices,XUU,Opening Price,35.970001
2020-12-08,prices,XUU,Opening Price,35.889999
2020-12-09,prices,XUU,Opening Price,36.330002
2020-12-10,prices,XUU,Opening Price,35.560001
2020-12-11,prices,XUU,Opening Price,35.459999
2020-12-14,prices,XUU,Opening Price,35.880001
2020-12-15,prices,XUU,Opening Price,35.66
2020-12-16,prices,XUU,Opening Price,36
2020-12-17,prices,XUU,Opening Price,36.040001
2020-12-18,prices,XUU,Opening Price,36.330002
2020-12-21,prices,XUU,Opening Price,36
2020-12-22,prices,XUU,Opening Price,36.43
2020-12-23,prices,XUU,Opening Price,36.470001
2020-12-24,prices,XUU,Opening Price,36.419998
2020-12-29,prices,XUU,Opening Price,36.639999
2020-12-30,prices,XUU,Opening Price,36.400002
2020-12-31,prices,XUU,Opening Price,36.240002
2021-01-04,prices,XUU,Opening Price,36.509998
2021-01-05,prices,XUU,Opening Price,35.91
2021-01-06,prices,XUU,Opening Price,36.009998
2021-01-07,prices,XUU,Opening Price,36.700001
2021-01-08,prices,XUU,Opening Price,37
2021-01-11,prices,XUU,Opening Price,37.099998
2021-01-12,prices,XUU,Opening Price,37.16
2021-01-13,prices,XUU,Opening Price,37.18
2021-01-14,prices,XUU,Opening Price,37.150002
2021-01-15,prices,XUU,Opening Price,36.900002
2021-01-18,prices,XUU,Opening Price,36.98
2021-01-19,prices,XUU,Opening Price,37.189999
2021-01-20,prices,XUU,Opening Price,37.290001
2021-01-21,prices,XUU,Opening Price,37.349998
2021-01-22,prices,XUU,Opening Price,37.220001
2021-01-25,prices,XUU,Opening Price,37.560001
2021-01-26,prices,XUU,Opening Price,37.599998
2021-01-27,prices,XUU,Opening Price,37.25
2021-01-28,prices,XUU,Opening Price,37.16
2021-01-29,prices,XUU,Opening Price,36.810001
2021-02-01,prices,XUU,Opening Price,36.799999
2021-02-02,prices,XUU,Opening Price,37.349998
2021-02-03,prices,XUU,Opening Price,37.700001
2021-02-04,prices,XUU,Opening Price,37.700001
2021-02-05,prices,XUU,Opening Price,38.23
2021-02-08,prices,XUU,Opening Price,38.279999
2021-02-09,prices,XUU,Opening Price,38.389999
2021-02-10,prices,XUU,Opening Price,38.349998
2021-02-11,prices,XUU,Opening Price,38.299999
2021-02-12,prices,XUU,Opening Price,38.389999
2021-02-16,prices,XUU,Opening Price,38.639999
2021-02-17,prices,XUU,Opening Price,38.41
2021-02-18,prices,XUU,Opening Price,38.200001
2021-02-19,prices,XUU,Opening Price,38.169998
2021-02-22,prices,XUU,Opening Price,38
2021-02-23,prices,XUU,Opening Price,37.450001
2021-02-24,prices,XUU,Opening Price,37.560001
2021-02-25,prices,XUU,Opening Price,37.700001
2021-02-26,prices,XUU,Opening Price,37.560001
2021-03-01,prices,XUU,Opening Price,37.77
2021-03-02,prices,XUU,Opening Price,38.09
2021-03-03,prices,XUU,Opening Price,37.650002
2021-03-04,prices,XUU,Opening Price,37.169998
2021-03-05,prices,XUU,Opening Price,37.119999
2021-03-08,prices,XUU,Opening Price,37.5
2021-03-09,prices,XUU,Opening Price,37.630001
2021-03-10,prices,XUU,Opening Price,37.98
2021-03-11,prices,XUU,Opening Price,38.220001
2021-03-12,prices,XUU,Opening Price,38.07
2021-03-15,prices,XUU,Opening Price,38.200001
2021-03-16,prices,XUU,Opening Price,38.369999
2021-03-17,prices,XUU,Opening Price,38.119999
2021-03-18,prices,XUU,Opening Price,38.009998
2021-03-19,prices,XUU,Opening Price,37.889999
2021-03-22,prices,XUU,Opening Price,37.860001
2021-03-23,prices,XUU,Opening Price,38.139999
2021-03-24,prices,XUU,Opening Price,38.029999
2021-03-25,prices,XUU,Opening Price,37.279999
2021-03-26,prices,XUU,Opening Price,37.84
2021-03-29,prices,XUU,Opening Price,38.200001
2021-03-30,prices,XUU,Opening Price,38.25
2021-03-31,prices,XUU,Opening Price,38.310001
2021-04-01,prices,XUU,Opening Price,38.549999
2021-04-05,prices,XUU,Opening Price,38.950001
2021-04-06,prices,XUU,Opening Price,39.080002
2021-04-07,prices,XUU,Opening Price,39.310001
2021-04-08,prices,XUU,Opening Price,39.439999
2021-04-09,prices,XUU,Opening Price,39.360001
2021-04-12,prices,XUU,Opening Price,39.57
2021-04-13,prices,XUU,Opening Price,39.630001
2021-04-14,prices,XUU,Opening Price,39.810001
2021-04-15,prices,XUU,Opening Price,39.68
2021-04-16,prices,XUU,Opening Price,40.049999
2021-04-19,prices,XUU,Opening Price,39.950001
2021-04-20,prices,XUU,Opening Price,39.75
2021-04-21,prices,XUU,Opening Price,39.790001
2021-04-22,prices,XUU,Opening Price,39.93
2021-04-23,prices,XUU,Opening Price,39.529999
2021-04-26,prices,XUU,Opening Price,39.950001
2021-04-27,prices,XUU,Opening Price,39.799999
2021-04-28,prices,XUU,Opening Price,39.84
2021-04-29,prices,XUU,Opening Price,39.720001
2021-04-30,prices,XUU,Opening Price,39.490002
2021-05-03,prices,XUU,Opening Price,39.599998
2021-05-04,prices,XUU,Opening Price,39.290001
2021-05-05,prices,XUU,Opening Price,39.290001
2021-05-06,prices,XUU,Opening Price,38.990002
2021-05-07,prices,XUU,Opening Price,39.189999
2021-05-10,prices,XUU,Opening Price,39.299999
2021-05-11,prices,XUU,Opening Price,38.23
2021-05-12,prices,XUU,Opening Price,38.060001
2021-05-13,prices,XUU,Opening Price,37.580002
2021-05-14,prices,XUU,Opening Price,38.23
2021-05-17,prices,XUU,Opening Price,38.5
2021-05-18,prices,XUU,Opening Price,38.34
2021-05-19,prices,XUU,Opening Price,37.669998
2021-05-20,prices,XUU,Opening Price,38.119999
2021-05-21,prices,XUU,Opening Price,38.349998
2021-05-25,prices,XUU,Opening Price,38.720001
2021-05-26,prices,XUU,Opening Price,38.849998
2021-05-27,prices,XUU,Opening Price,38.900002
2021-05-28,prices,XUU,Opening Price,39
2021-05-31,prices,XUU,Opening Price,39
2020-06-01,prices,XUU,High Price,31.290001
2020-06-02,prices,XUU,High Price,31.23
2020-06-03,prices,XUU,High Price,31.719999
2020-06-04,prices,XUU,High Price,31.75
2020-06-05,prices,XUU,High Price,32.439999
2020-06-08,prices,XUU,High Price,32.490002
2020-06-09,prices,XUU,High Price,32.490002
2020-06-10,prices,XUU,High Price,32.450001
2020-06-11,prices,XUU,High Price,31.5
2020-06-12,prices,XUU,High Price,31.42
2020-06-15,prices,XUU,High Price,31.35
2020-06-16,prices,XUU,High Price,32.119999
2020-06-17,prices,XUU,High Price,31.9
2020-06-18,prices,XUU,High Price,31.799999
2020-06-19,prices,XUU,High Price,32.110001
2020-06-22,prices,XUU,High Price,31.639999
2020-06-23,prices,XUU,High Price,31.969999
2020-06-24,prices,XUU,High Price,31.559999
2020-06-25,prices,XUU,High Price,31.41
2020-06-26,prices,XUU,High Price,31.41
2020-06-29,prices,XUU,High Price,31.23
2020-06-30,prices,XUU,High Price,31.51
2020-07-02,prices,XUU,High Price,32.119999
2020-07-03,prices,XUU,High Price,31.92
2020-07-06,prices,XUU,High Price,32.18
2020-07-07,prices,XUU,High Price,32.259998
2020-07-08,prices,XUU,High Price,32.060001
2020-07-09,prices,XUU,High Price,32
2020-07-10,prices,XUU,High Price,32.32
2020-07-13,prices,XUU,High Price,32.73
2020-07-14,prices,XUU,High Price,32.490002
2020-07-15,prices,XUU,High Price,32.790001
2020-07-16,prices,XUU,High Price,32.630001
2020-07-17,prices,XUU,High Price,32.82
2020-07-20,prices,XUU,High Price,32.939999
2020-07-21,prices,XUU,High Price,32.98
2020-07-22,prices,XUU,High Price,32.869999
2020-07-23,prices,XUU,High Price,32.889999
2020-07-24,prices,XUU,High Price,32.41
2020-07-27,prices,XUU,High Price,32.439999
2020-07-28,prices,XUU,High Price,32.459999
2020-07-29,prices,XUU,High Price,32.639999
2020-07-30,prices,XUU,High Price,32.73
2020-07-31,prices,XUU,High Price,32.799999
2020-08-04,prices,XUU,High Price,33.110001
2020-08-05,prices,XUU,High Price,33.139999
2020-08-06,prices,XUU,High Price,33.389999
2020-08-07,prices,XUU,High Price,33.619999
2020-08-10,prices,XUU,High Price,33.720001
2020-08-11,prices,XUU,High Price,33.720001
2020-08-12,prices,XUU,High Price,33.669998
2020-08-13,prices,XUU,High Price,33.57
2020-08-14,prices,XUU,High Price,33.599998
2020-08-17,prices,XUU,High Price,33.560001
2020-08-18,prices,XUU,High Price,33.599998
2020-08-19,prices,XUU,High Price,33.599998
2020-08-20,prices,XUU,High Price,33.470001
2020-08-21,prices,XUU,High Price,33.599998
2020-08-24,prices,XUU,High Price,33.985001
2020-08-25,prices,XUU,High Price,34
2020-08-26,prices,XUU,High Price,34.23
2020-08-27,prices,XUU,High Price,34.400002
2020-08-28,prices,XUU,High Price,34.369999
2020-08-31,prices,XUU,High Price,34.27
2020-09-01,prices,XUU,High Price,34.494999
2020-09-02,prices,XUU,High Price,34.990002
2020-09-03,prices,XUU,High Price,34.939999
2020-09-04,prices,XUU,High Price,34.040001
2020-09-08,prices,XUU,High Price,33.330002
2020-09-09,prices,XUU,High Price,33.650002
2020-09-10,prices,XUU,High Price,33.639999
2020-09-11,prices,XUU,High Price,33.200001
2020-09-14,prices,XUU,High Price,33.5
2020-09-15,prices,XUU,High Price,33.75
2020-09-16,prices,XUU,High Price,33.790001
2020-09-17,prices,XUU,High Price,33.380001
2020-09-18,prices,XUU,High Price,33.389999
2020-09-21,prices,XUU,High Price,32.740002
2020-09-22,prices,XUU,High Price,33.07
2020-09-23,prices,XUU,High Price,33.200001
2020-09-24,prices,XUU,High Price,32.560001
2020-09-25,prices,XUU,High Price,32.990002
2020-09-28,prices,XUU,High Price,33.529999
2020-09-29,prices,XUU,High Price,33.57
2020-09-30,prices,XUU,High Price,33.689999
2020-10-01,prices,XUU,High Price,33.740002
2020-10-02,prices,XUU,High Price,33.549999
2020-10-05,prices,XUU,High Price,33.889999
2020-10-06,prices,XUU,High Price,34.150002
2020-10-07,prices,XUU,High Price,34.099998
2020-10-08,prices,XUU,High Price,34.220001
2020-10-09,prices,XUU,High Price,34.34
2020-10-13,prices,XUU,High Price,34.830002
